%time,field.data
1520088113652969546,-1.82948676212
1520088113652985899,-16.3022706639
1520088113652995430,10.2643491569
1520088113653002903,-16.1278372428
1520088114102470048,0.499042146307
1520088114102620182,11.1725339658
1520088116301336906,0.504091839702
1520088116301352487,-7.89955809278
1520088116301812249,6.9379806537
1520088116301816350,3.01049162996
1520088116301821187,31.870150145
1520088116751635811,5.57581845843
1520088116751747864,15.3144409397
1520088118302761378,11.7511232239
1520088118302792016,-1.91762840138
1520088118303099934,-5.05219918009
1520088118303737707,-10.3073225033
1520088120551256402,19.6263143346
1520088120551431798,-14.0376284167
1520088120551439559,-40.0854879454
1520088120551444020,-11.5910930576
1520088120551680845,-7.8234845395
1520088122102546527,-30.2293228325
1520088122102571235,0.755518998518
1520088122102581037,-13.4193745411
1520088122102624146,-0.197497223989
1520088123101347542,-2.77020403691
1520088123101353484,-10.1918170572
1520088123101358531,-1.10607555139
1520088125102696068,12.8736879635
1520088125102915597,5.65368085656
1520088125103602088,-11.239082119
1520088125103621463,21.0346052907
1520088125103628870,12.0885076413
1520088126854384505,-5.02848518743
1520088126854584060,10.0885382776
1520088126855069266,18.1728476164
1520088126855079289,0.697207581767
1520088130502505539,-4.27671759135
1520088130502513821,17.2630213465
1520088130502970473,-19.7141321776
1520088130503557967,-1.96622850397
1520088130503575404,-7.06438564353
1520088130503585595,1.08405886271
1520088130504142944,25.0989947189
1520088130504147633,-0.153639197663
1520088132400885191,-6.08411935044
1520088132400889779,-4.7288500695
1520088132401191914,-9.10439736827
1520088132401202597,-23.9448980258
1520088132401207225,-14.8218190365
1520088134951970736,11.9570827704
1520088134953810562,16.5705204312
1520088134953830621,-19.8835391563
1520088134953839814,-14.5762327489
1520088134953846585,23.5435542497
1520088134953854281,2.38108134288
1520088137251989784,-2.42856395327
1520088137253093484,21.2725954797
1520088137253185165,-29.9046020697
1520088137253202293,8.51934115287
1520088137253210427,-0.212208858692
1520088137253215652,7.73400828663
1520088138651928169,-17.9631427564
1520088138651936441,16.7512053172
1520088138652298023,8.35997436443
1520088138652314996,-21.5358362768
1520088139852242674,-1.71040069203
1520088139852262774,14.115078537
1520088139852271547,-3.28262385972
1520088140701919472,-6.26856675518
1520088140701924858,-15.7249045973
1520088140701929918,-2.02269505017
1520088143551992032,-16.5141558841
1520088143552001580,11.1916131063
1520088143552006513,-1.23666831114
1520088143552011260,1.43772822912
1520088143552015450,-1.00115804746
1520088143552329977,0.282661172966
1520088143552475388,17.1261253856
1520088144151386723,-2.36774277785
1520088144151394855,19.9153356742
1520088144951112362,16.5324143047
1520088144951203512,6.75857359678
1520088145952456282,1.98913178829
1520088145952478967,0.885128701571
1520088145952487988,1.90375224299
1520088147601269906,-27.7865622946
1520088147601280499,14.8590472299
1520088147601299291,-3.39238217204
1520088147601304388,13.9510283598
1520088148251959768,14.8635767872
1520088148251969408,-11.1285379936
1520088149752326431,0.639533978822
1520088149752351595,30.0716759749
1520088149752356113,-1.82641765578
1520088149752363064,11.6372181279
1520088151102905765,-42.8485950257
1520088151103276099,20.1796920858
1520088151103702660,-3.96647614855
1520088151104130131,-7.42019953574
1520088151951304442,-6.17960329807
1520088151951309331,-8.70284059741
1520088151951598544,24.0465427289
1520088153401975889,13.7269836531
1520088153401986123,7.36749386929
1520088153401995921,-18.6182235313
1520088153402000125,8.42161096046
1520088155801173988,8.28070229107
1520088155801178242,-2.05704798973
1520088155801572994,-13.8818760916
1520088155801583333,-14.8345005217
1520088155801722251,-10.5645174745
1520088155802124602,13.7662607995
1520088157701863119,-5.75075739788
1520088157702078246,18.0515788118
1520088157702088720,-5.36111715971
1520088157702196399,-5.06117442887
1520088157702585780,-6.74160941593
1520088158501297406,-4.10950722603
1520088158501570016,17.9663639794
1520088158501574539,8.21109369556
1520088161451811052,10.4624564229
1520088161451817691,19.8334699806
1520088161451822681,-24.8282310004
1520088161451828408,13.4561130486
1520088161451834206,1.05287502825
1520088161451847253,-15.4188580701
1520088161452030350,24.8546966632
1520088163801382562,10.7736543102
1520088163801563249,2.36540863565
1520088163801577725,-2.22151508038
1520088163801760083,-27.9986767387
1520088163801892340,8.64885963734
1520088163802501770,37.0577328159
1520088165003918123,12.0057265149
1520088165003933050,-29.289431588
1520088165003947170,-15.6073879479
1520088167200929673,-32.0034396709
1520088167201114994,-15.1599454369
1520088167201722110,-2.32861441816
1520088167201832856,-3.99086264107
1520088167201840324,17.6104899045
1520088169953270994,13.5761372648
1520088169953284769,30.5840003422
1520088169953715253,-7.4994734876
1520088169953730363,-16.0950208171
1520088169953737806,4.86339678065
1520088169953744814,4.65489092438
1520088171501232974,-31.8757174506
1520088171501237796,-2.31509255175
